"original_title,""overview"",""popularity"",""release_date"",""vote_average"",""vote_count"",""budget"",""keywords"",""director"",""comentarios""",,,,,,,
"National Lampoon's Vacation,""Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."",""82185281"",""11/26/2014"",""61"",""1536"",""42000000"",""prison kidnapping sequel car chase sex addict"",""Sean Anders"",""""",,,,,,,
"Krull,""The Theory of Everything is the extraordinary story of one of the worldâ€™s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde."",""6.12E+15"",""11/26/2014"",""78"",""3311"",""15000000"",""wife husband relationship biography physicist based on memoir stephen hawking"",""James Marsh"",""""",,,,,,,
"The Ballad of Gregorio Cortez,""Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it."",""84366984"",""11/22/2014"",""65"",""1346"",""132000000"",""penguin madagascar 3d"",""Eric Darnell"",""""",,,,,,,
"Never Say Never Again,""The world is changing faster than ever. Technology is accelerating, job security is declining and income inequality is increasing. People are overworked and underpaid. With less time and freedom, people are left wondering if there is a better way. Our changing economy has led to the rise of the entrepreneur. The fastest, most dependable and controllable way to become wealthy is to own your own business. This documentary gathers today's best experts and thought leaders to forever change how you view work and wealth. Featuring experts Jordan Adler, John Assaraf, Kody Bateman, Chris Brogan, Richard Bliss Brooke, Ali Brown, Les Brown, Jack Canfield, Harry S. Dent, Jr., Dr. Linda Ferrell, Dr. OC Ferrell, Mark Victor Hansen, Kevin Harrington, Kim Kiyosaki, Robert Kiyosaki, Joseph N. Mariano, Dr. Ivan Misner, Paul Zane Pilzer, Bob Proctor, Susan Sly, Loren Slocum, Kevin Thompson, Brian Tracy, Eric Worre and Sandra Yancey."",""5.29E+16"",""11/20/2014"",""80"",""1"",""0"","""","""",""""",,,,,,,
"The Right Stuff,""Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol."",""206227151"",""11/18/2014"",""66"",""5584"",""125000000"",""resistance post-apocalyptic dystopia war sequel"",""Francis Lawrence"",""""",,,,,,,
"The Dead Zone,""Three teenagers' quest to qualify for the 2012 US Olympic table tennis team."",""523122"",""11/15/2014"",""68"",""6"",""0"",""competition ping pong documentary woman director"",""Sara Newens"",""""",,,,,,,
"Yentl,""Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II."",""145364591"",""11/14/2014"",""80"",""5723"",""14000000"",""gay england world war ii mathematician biography"",""Morten Tyldum"",""""",,,,,,,
"A Christmas Story,""When Neurotic, struggling songwriter, Catherine Brown's life in New York City falls apart, she is forced to confront her past when she spends the summer at her childhood home in Woodstock."",""2.03E+16"",""11/14/2014"",""54"",""12"",""0"",""woman director"",""Rita Merson"",""""",,,,,,,
"Scarface,""20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney."",""67767785"",""11/12/2014"",""54"",""1127"",""40000000"",""friendship sequel road movie buddy comedy"",""Bobby Farrelly"",""""",,,,,,,
"Once Upon a Time in America,""A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser. After all, """"A Bet's a Bet!"""""",""2964785"",""11/8/2014"",""41"",""9"",""3300000"",""bet divorce gender battle of the sexes life competition"",""Jonathan Silverman"",""""",,,,,,,
"Footloose,""In 2009, Iranian Canadian journalist Maziar Bahari was covering Iran's volatile elections for Newsweek. One of the few reporters living in the country with access to US media, he made an appearance on The Daily Show with Jon Stewart, in a taped interview with comedian Jason Jones. The interview was intended as satire, but if the Tehran authorities got the joke they didn't like it - and it would quickly came back to haunt Bahari when he was rousted from his family home and thrown into prison. Making his directorial debut, Jon Stewart tells the tale of Bahari's months-long imprisonment and interrogation in this powerful and affecting docudrama featuring a potent and performance by Gael GarcÃ­a Bernal recounting Bahari's efforts to maintain his hope and his sanity in the face of isolation and persecution-through memories of his family, recollections of the music he loves, and thoughts of his wife and unborn child."",""575555"",""11/7/2014"",""65"",""98"",""0"",""prison biography reporter interrogation iran"",""Jon Stewart"",""""",,,,,,,
"Repo Man,""After his family is killed by a Serbian gangster with international interests. NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network."",""6.68E+15"",""11/7/2014"",""56"",""61"",""9000000"",""martial arts bangkok human trafficking muay thai rogue cop"",""Ekachai Uekrongtham"",""""",,,,,,,
"Splash,""Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage."",""724247784"",""11/5/2014"",""81"",""10867"",""165000000"",""saving the world artificial intelligence father son relationship single parent nasa"",""Christopher Nolan"",""""",,,,,,,
"The Hotel New Hampshire,""In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives."",""5563068"",""11/3/2014"",""55"",""143"",""0"",""wife musical marriage divorce"",""Richard LaGravenese"",""""",,,,,,,
"The Ice Pirates,""A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom."",""6.90E+16"",""10/31/2014"",""65"",""114"",""25000000"",""martial arts kung fu serial killer"",""Teddy Chan"",""""",,,,,,,
"Police Academy,""Eccentric British painter J.M.W. Turner  lives his last 25 years with gusto and secretly becomes involved with a seaside landlady, while his faithful housekeeper bears an unrequited love for him."",""9242554"",""10/31/2014"",""63"",""204"",""0"",""painter"",""Mike Leigh"",""""",,,,,,,
"The NeverEnding Story,""A doctor works to cure patients suffering from crippling phobias by placing them inside his invention which induces and controls hallucinations."",""1859965"",""10/31/2014"",""40"",""42"",""1"",""phobia doctor fear"",""Robert Hall"",""""",,,,,,,
"Friday the 13th: The Final Chapter,""A look at human origins in the very place of our origins, Africa's Rift Valley"",""45648"",""10/31/2014"",""0"",""0"",""0"","""",""Bill Benenson"",""""",,,,,,,
"The Toxic Avenger,""The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."",""20373459"",""10/24/2014"",""78"",""6135"",""165000000"",""brother brother relationship hero talent revenge best friend"",""Chris Williams"",""""",,,,,,,
"The Bounty,""A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board."",""5630466"",""10/24/2014"",""49"",""983"",""5000000"",""death of a friend swimming pool ouija ouija board teenager"",""Stiles White"",""""",,,,,,,
"Firestarter,""When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran."",""89095538"",""10/23/2014"",""76"",""3395"",""8500000"",""journalism underground tv station sociopath home invasion"",""Dan Gilroy"",""""",,,,,,,
"Indiana Jones and the Temple of Doom,""After finding an old storage locker filled with his family's history, James Erikson begins a journey to discover the truth behind a mysterious piece of land in the small town of Solitude."",""18716"",""10/21/2014"",""0"",""0"",""0"",""terror horror fear wood grove"",""Livingston Oden"",""""",,,,,,,
"Star Trek III: The Search for Spock,""An allergy-ridden, eavesdropping sound engineer and his boisterous new roommate are thrust into a missing girl case when he discovers clues to her disappearance in his neighborhood recordings."",""72359"",""10/19/2014"",""0"",""0"",""0"","""",""Justin Paul Miller"",""""",,,,,,,
"Gremlins,""A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis."",""10619574"",""10/17/2014"",""74"",""105"",""5000000"",""father son relationship rock band grieving father"",""William H. Macy"",""""",,,,,,,
"The Karate Kid,""A pair of former high school sweethearts reunite after many years when they return to visit their small hometown."",""3393914"",""10/16/2014"",""72"",""765"",""26000000"",""high school sweetheart"",""Michael Hoffman"",""""",,,,,,,
"Conan the Destroyer,""In an attempt to make some extra cash while away at College, Kylie moves into a house that streams content to an X-rated website. After a deranged fan hacks in to determine the house's location, she finds herself in a terrifying fight for her life."",""8039223"",""10/16/2014"",""52"",""97"",""3150000"",""female nudity sex shower sauna nudity"",""Jon Knautz"",""""",,,,,,,
